	image	clusterid	Morph	BinaryType
2208	TIC0418221292_morp0.371.png	0	0.371	Detached
2209	TIC0252554485_morp0.61.png	3	0.61	SemiDetached
2210	TIC0079492099_morp0.3.png	0	0.3	Detached
2211	TIC0396300606_morp0.672.png	0	0.672	SemiDetached
2212	TIC0056332484_morp0.634.png	3	0.634	SemiDetached
2213	TIC0039576803_morp0.269.png	0	0.269	Detached
2214	TIC0102978235_morp0.471.png	0	0.471	SemiDetached
2215	TIC0409056401_morp0.261.png	0	0.261	Detached
2216	TIC0028230919_morp0.227.png	1	0.227	Detached
2217	TIC0365694569_morp0.222.png	0	0.222	Detached
2218	TIC0259126645_morp0.361.png	0	0.361	Detached
2219	TIC0352165018_morp0.459.png	0	0.459	SemiDetached
2220	TIC0279087522_morp0.373.png	0	0.373	Detached
2221	TIC0279481568_morp0.771.png	2	0.771	OverContact
2222	TIC0427385758_morp0.589.png	3	0.589	SemiDetached
2223	TIC0258777137_morp0.196.png	1	0.196	Detached
2224	TIC0322262620_morp0.242.png	0	0.242	Detached
2225	TIC0176551075_morp0.111.png	0	0.111	Detached
2226	TIC0390661644_morp0.524.png	3	0.524	SemiDetached
2227	TIC0329864959_morp0.291.png	1	0.291	Detached
2228	TIC0161570793_morp0.753.png	2	0.753	OverContact
2229	TIC0298734307_morp0.659.png	2	0.659	SemiDetached
2230	TIC0144700903_morp0.297.png	0	0.297	Detached
2231	TIC0380618779_morp0.477.png	3	0.477	SemiDetached
2232	TIC0193553960_morp0.773.png	2	0.773	OverContact
2233	TIC0376923942_morp0.101.png	1	0.101	Detached
2234	TIC0255802749_morp0.54.png	3	0.54	SemiDetached
2235	TIC0149837469_morp0.748.png	2	0.748	OverContact
2236	TIC0423833748_morp0.855.png	2	0.855	Ellipsoidal
2237	TIC0117979897_morp0.365.png	1	0.365	Detached
2238	TIC0100917608_morp0.447.png	0	0.447	SemiDetached
2239	TIC0272650576_morp0.077.png	1	0.077	Detached
2240	TIC0461579405_morp0.169.png	1	0.169	Detached
2241	TIC0270491862_morp0.785.png	2	0.785	OverContact
2242	TIC0139460937_morp0.276.png	3	0.276	Detached
2243	TIC0193092806_morp0.516.png	3	0.516	SemiDetached
2244	TIC0357133493_morp0.196.png	1	0.196	Detached
2245	TIC1551345500_morp0.085.png	1	0.085	Detached
2246	TIC0092132777_morp0.112.png	0	0.112	Detached
2247	TIC0306773020_morp0.515.png	3	0.515	SemiDetached
2248	TIC0154570928_morp0.047.png	1	0.047	Detached
2249	TIC0200645730_morp0.806.png	2	0.806	Ellipsoidal
2250	TIC0382323697_morp0.273.png	0	0.273	Detached
2251	TIC0184739277_morp0.604.png	3	0.604	SemiDetached
2252	TIC0279089927_morp0.772.png	2	0.772	OverContact
2253	TIC0405533713_morp0.763.png	2	0.763	OverContact
2254	TIC0384812248_morp0.663.png	3	0.663	SemiDetached
2255	TIC0057258016_morp0.075.png	1	0.075	Detached
2256	TIC0198408416_morp0.709.png	2	0.709	OverContact
2257	TIC0307488184_morp0.142.png	1	0.142	Detached
2258	TIC0159636127_morp0.631.png	0	0.631	SemiDetached
2259	TIC0198051336_morp0.633.png	3	0.633	SemiDetached
2260	TIC0138256097_morp0.787.png	2	0.787	OverContact
2261	TIC0229766985_morp0.867.png	2	0.867	Ellipsoidal
2262	TIC0300141210_morp0.666.png	3	0.666	SemiDetached
2263	TIC0189814368_morp0.308.png	1	0.308	Detached
2264	TIC0161744580_morp0.527.png	3	0.527	SemiDetached
2265	TIC0198382308_morp0.426.png	0	0.426	SemiDetached
2266	TIC0097467902_morp0.568.png	3	0.568	SemiDetached
2267	TIC0058229181_morp0.507.png	0	0.507	SemiDetached
2268	TIC0415969184_morp0.84.png	2	0.84	Ellipsoidal
2269	TIC0378885645_morp0.592.png	3	0.592	SemiDetached
2270	TIC0082580956_morp0.466.png	0	0.466	SemiDetached
2271	TIC0287175225_morp0.683.png	2	0.683	SemiDetached
2272	TIC0269342892_morp0.707.png	2	0.707	OverContact
2273	TIC0458259927_morp0.801.png	2	0.801	Ellipsoidal
2274	TIC0158272742_morp0.608.png	3	0.608	SemiDetached
2275	TIC0273066197_morp0.093.png	1	0.093	Detached
2276	TIC0064783257_morp0.263.png	1	0.263	Detached
2277	TIC0278895603_morp0.757.png	2	0.757	OverContact
2278	TIC0099931724_morp0.435.png	0	0.435	SemiDetached
2279	TIC0120626764_morp0.616.png	3	0.616	SemiDetached
2280	TIC0286310830_morp0.316.png	0	0.316	Detached
2281	TIC0439519959_morp0.555.png	3	0.555	SemiDetached
2282	TIC0461318755_morp0.473.png	0	0.473	SemiDetached
2283	TIC0260541250_morp0.815.png	2	0.815	Ellipsoidal
2284	TIC0299135660_morp0.337.png	1	0.337	Detached
2285	TIC0147611185_morp0.999.png	2	0.999	Ellipsoidal
2286	TIC0192201543_morp0.179.png	0	0.179	Detached
2287	TIC0270411008_morp0.066.png	1	0.066	Detached
2288	TIC0113098812_morp0.287.png	1	0.287	Detached
2289	TIC0341029467_morp0.207.png	1	0.207	Detached
2290	TIC0349762699_morp0.106.png	1	0.106	Detached
2291	TIC0049677785_morp0.485.png	3	0.485	SemiDetached
2292	TIC0049003142_morp0.455.png	3	0.455	SemiDetached
2293	TIC0065628544_morp0.188.png	1	0.188	Detached
2294	TIC0166874908_morp0.571.png	0	0.571	SemiDetached
2295	TIC0407067592_morp0.462.png	0	0.462	SemiDetached
2296	TIC0417052182_morp0.929.png	2	0.929	Ellipsoidal
2297	TIC0172036040_morp0.588.png	3	0.588	SemiDetached
2298	TIC0094986319_morp0.115.png	1	0.115	Detached
2299	TIC0156067195_morp0.176.png	1	0.176	Detached
2300	TIC0428784674_morp0.438.png	3	0.438	SemiDetached
2301	TIC0160104585_morp0.29.png	0	0.29	Detached
2302	TIC0307016006_morp0.45.png	0	0.45	SemiDetached
2303	TIC0142929481_morp0.504.png	3	0.504	SemiDetached
2304	TIC0276458481_morp0.416.png	0	0.416	SemiDetached
2305	TIC0157840032_morp0.546.png	3	0.546	SemiDetached
2306	TIC0129116176_morp0.429.png	3	0.429	SemiDetached
2307	TIC0148781497_morp0.487.png	3	0.487	SemiDetached
2308	TIC0257273424_morp0.762.png	2	0.762	OverContact
2309	TIC0318210930_morp0.792.png	2	0.792	OverContact
2310	TIC0451282261_morp0.841.png	3	0.841	Ellipsoidal
2311	TIC0148963419_morp0.635.png	2	0.635	SemiDetached
2312	TIC0319467578_morp0.302.png	1	0.302	Detached
2313	TIC0189414606_morp0.553.png	3	0.553	SemiDetached
2314	TIC0301264684_morp0.225.png	1	0.225	Detached
2315	TIC0279692257_morp0.419.png	1	0.419	SemiDetached
2316	TIC0392536805_morp0.19.png	1	0.19	Detached
2317	TIC0083833793_morp0.583.png	3	0.583	SemiDetached
2318	TIC0277712294_morp0.409.png	0	0.409	SemiDetached
2319	TIC0049558810_morp0.162.png	0	0.162	Detached
2320	TIC0315777423_morp0.535.png	0	0.535	SemiDetached
2321	TIC0351297515_morp0.424.png	3	0.424	SemiDetached
2322	TIC0169770571_morp0.515.png	3	0.515	SemiDetached
2323	TIC0371480725_morp0.539.png	3	0.539	SemiDetached
2324	TIC0150101472_morp0.352.png	1	0.352	Detached
2325	TIC0296449358_morp0.943.png	2	0.943	Ellipsoidal
2326	TIC0028586609_morp0.314.png	1	0.314	Detached
2327	TIC0217059369_morp0.679.png	0	0.679	SemiDetached
2328	TIC0376971463_morp0.532.png	0	0.532	SemiDetached
2329	TIC0380659334_morp0.914.png	2	0.914	Ellipsoidal
2330	TIC0274762761_morp0.442.png	0	0.442	SemiDetached
2331	TIC0043647325_morp0.27.png	1	0.27	Detached
2332	TIC0420581415_morp0.408.png	0	0.408	SemiDetached
2333	TIC0155968973_morp0.868.png	2	0.868	Ellipsoidal
2334	TIC0110428269_morp0.5.png	0	0.5	SemiDetached
2335	TIC0316783284_morp0.836.png	0	0.836	Ellipsoidal
2336	TIC0322078735_morp0.653.png	3	0.653	SemiDetached
2337	TIC0431159508_morp0.201.png	0	0.201	Detached
2338	TIC0170102285_morp0.3.png	1	0.3	Detached
2339	TIC0231826813_morp0.593.png	0	0.593	SemiDetached
2340	TIC0150187916_morp0.92.png	2	0.92	Ellipsoidal
2341	TIC0314826949_morp0.441.png	0	0.441	SemiDetached
2342	TIC0258923466_morp0.279.png	1	0.279	Detached
2343	TIC0458808688_morp0.542.png	0	0.542	SemiDetached
2344	TIC0115980439_morp0.479.png	3	0.479	SemiDetached
2345	TIC0287151976_morp0.612.png	0	0.612	SemiDetached
2346	TIC0306580215_morp0.256.png	1	0.256	Detached
2347	TIC0237117591_morp0.305.png	1	0.305	Detached
2348	TIC0390996644_morp0.574.png	3	0.574	SemiDetached
2349	TIC0193948188_morp0.272.png	1	0.272	Detached
2350	TIC0057256934_morp0.26.png	1	0.26	Detached
2351	TIC0436660156_morp0.803.png	2	0.803	Ellipsoidal
2352	TIC0299903137_morp0.139.png	0	0.139	Detached
2353	TIC0078568736_morp0.159.png	0	0.159	Detached
2354	TIC0341983711_morp0.401.png	0	0.401	SemiDetached
2355	TIC0318937509_morp0.325.png	0	0.325	Detached
2356	TIC0434214393_morp0.264.png	1	0.264	Detached
2357	TIC0436873913_morp0.297.png	1	0.297	Detached
2358	TIC0382391899_morp0.288.png	1	0.288	Detached
2359	TIC0146522930_morp0.435.png	3	0.435	SemiDetached
2360	TIC0386956587_morp0.885.png	2	0.885	Ellipsoidal
2361	TIC0404460906_morp0.95.png	2	0.95	Ellipsoidal
2362	TIC0352012002_morp0.869.png	2	0.869	Ellipsoidal
2363	TIC0197908268_morp0.623.png	3	0.623	SemiDetached
2364	TIC0122712115_morp0.984.png	2	0.984	Ellipsoidal
2365	TIC0193545446_morp0.594.png	3	0.594	SemiDetached
2366	TIC0231081369_morp0.162.png	1	0.162	Detached
2367	TIC0272944291_morp0.735.png	3	0.735	OverContact
2368	TIC0441804888_morp0.474.png	0	0.474	SemiDetached
2369	TIC0251857120_morp0.638.png	2	0.638	SemiDetached
2370	TIC0180770456_morp0.672.png	3	0.672	SemiDetached
2371	TIC0279569707_morp0.384.png	3	0.384	Detached
2372	TIC0437242640_morp0.112.png	1	0.112	Detached
2373	TIC0028498786_morp0.598.png	3	0.598	SemiDetached
2374	TIC0219222201_morp0.531.png	3	0.531	SemiDetached
2375	TIC0224605072_morp0.756.png	2	0.756	OverContact
2376	TIC0252914221_morp0.076.png	1	0.076	Detached
2377	TIC0357398957_morp0.606.png	3	0.606	SemiDetached
2378	TIC0152147549_morp0.746.png	2	0.746	OverContact
2379	TIC0274602479_morp0.361.png	0	0.361	Detached
2380	TIC0179410793_morp0.328.png	0	0.328	Detached
2381	TIC1981621672_morp0.824.png	2	0.824	Ellipsoidal
2382	TIC0300293197_morp0.443.png	0	0.443	SemiDetached
2383	TIC0387562256_morp0.305.png	0	0.305	Detached
2384	TIC0159864583_morp0.492.png	1	0.492	SemiDetached
2385	TIC0278822321_morp0.806.png	2	0.806	Ellipsoidal
2386	TIC0257737073_morp0.51.png	0	0.51	SemiDetached
2387	TIC0464806209_morp0.67.png	3	0.67	SemiDetached
2388	TIC0409527600_morp0.55.png	0	0.55	SemiDetached
2389	TIC0389658055_morp0.769.png	2	0.769	OverContact
2390	TIC0199420503_morp0.524.png	3	0.524	SemiDetached
2391	TIC0200373531_morp0.262.png	1	0.262	Detached
2392	TIC0124350360_morp0.007.png	1	0.007	Detached
2393	TIC0231279823_morp0.199.png	1	0.199	Detached
2394	TIC0172224309_morp0.794.png	2	0.794	OverContact
2395	TIC0339185356_morp0.195.png	1	0.195	Detached
2396	TIC0188989177_morp0.458.png	3	0.458	SemiDetached
2397	TIC0168191566_morp0.568.png	0	0.568	SemiDetached
2398	TIC0038494096_morp0.522.png	3	0.522	SemiDetached
2399	TIC0350518984_morp0.021.png	1	0.021	Detached
2400	TIC0404113676_morp0.059.png	1	0.059	Detached
2401	TIC0424992973_morp0.147.png	0	0.147	Detached
2402	TIC0172933154_morp0.22.png	0	0.22	Detached
2403	TIC0358108063_morp0.249.png	0	0.249	Detached
2404	TIC0246745789_morp0.853.png	2	0.853	Ellipsoidal
2405	TIC0311070085_morp0.551.png	3	0.551	SemiDetached
2406	TIC0233058262_morp0.085.png	1	0.085	Detached
2407	TIC0396215041_morp0.394.png	0	0.394	Detached
2408	TIC0339540793_morp0.418.png	0	0.418	SemiDetached
2409	TIC0275537496_morp0.644.png	2	0.644	SemiDetached
2410	TIC0057229803_morp0.253.png	1	0.253	Detached
2411	TIC0456263109_morp0.642.png	3	0.642	SemiDetached
2412	TIC0098853990_morp0.5.png	0	0.5	SemiDetached
2413	TIC0183596242_morp0.541.png	3	0.541	SemiDetached
2414	TIC0176406202_morp0.452.png	0	0.452	SemiDetached
2415	TIC0028224552_morp0.123.png	0	0.123	Detached
2416	TIC0276119305_morp0.6.png	3	0.6	SemiDetached
2417	TIC0158491288_morp0.204.png	1	0.204	Detached
2418	TIC0159169838_morp0.679.png	2	0.679	SemiDetached
2419	TIC0229788204_morp0.028.png	1	0.028	Detached
2420	TIC0044988465_morp0.15.png	1	0.15	Detached
2421	TIC0318573150_morp0.386.png	0	0.386	Detached
2422	TIC0417885833_morp0.162.png	0	0.162	Detached
2423	TIC0402112785_morp0.075.png	1	0.075	Detached
2424	TIC0330234754_morp0.606.png	3	0.606	SemiDetached
2425	TIC0123625970_morp0.904.png	2	0.904	Ellipsoidal
2426	TIC0048658291_morp0.4.png	0	0.4	Detached
2427	TIC0274509791_morp0.604.png	3	0.604	SemiDetached
2428	TIC0230088370_morp0.184.png	1	0.184	Detached
2429	TIC0066356824_morp0.334.png	0	0.334	Detached
2430	TIC0269450900_morp0.379.png	1	0.379	Detached
2431	TIC0142742998_morp0.332.png	0	0.332	Detached
2432	TIC0173038281_morp0.164.png	1	0.164	Detached
2433	TIC0180670276_morp0.281.png	1	0.281	Detached
2434	TIC0406681360_morp0.336.png	1	0.336	Detached
2435	TIC0349835367_morp0.544.png	3	0.544	SemiDetached
2436	TIC0117739806_morp0.224.png	1	0.224	Detached
2437	TIC0261656371_morp0.143.png	0	0.143	Detached
2438	TIC0191463077_morp0.343.png	0	0.343	Detached
2439	TIC0028351918_morp0.55.png	3	0.55	SemiDetached
2440	TIC0193271278_morp0.506.png	3	0.506	SemiDetached
2441	TIC0470314334_morp0.497.png	3	0.497	SemiDetached
2442	TIC0299156852_morp0.752.png	2	0.752	OverContact
2443	TIC0107548305_morp0.949.png	0	0.949	Ellipsoidal
2444	TIC0359042174_morp0.509.png	1	0.509	SemiDetached
2445	TIC0301956407_morp0.451.png	3	0.451	SemiDetached
2446	TIC0289166536_morp0.834.png	2	0.834	Ellipsoidal
2447	TIC0355010562_morp0.403.png	1	0.403	SemiDetached
2448	TIC0442918617_morp0.487.png	3	0.487	SemiDetached
2449	TIC0274039489_morp0.376.png	3	0.376	Detached
2450	TIC0375160191_morp0.526.png	3	0.526	SemiDetached
2451	TIC0407594410_morp0.552.png	3	0.552	SemiDetached
2452	TIC0353854078_morp0.594.png	3	0.594	SemiDetached
2453	TIC0255587619_morp0.196.png	0	0.196	Detached
2454	TIC0252791409_morp0.048.png	0	0.048	Detached
2455	TIC0278289141_morp0.375.png	1	0.375	Detached
2456	TIC0086396382_morp0.559.png	3	0.559	SemiDetached
2457	TIC0080025900_morp0.302.png	1	0.302	Detached
2458	TIC0145762697_morp0.276.png	0	0.276	Detached
2459	TIC0243662768_morp0.355.png	0	0.355	Detached
2460	TIC0207493152_morp0.221.png	1	0.221	Detached
2461	TIC0255565860_morp0.44.png	3	0.44	SemiDetached
2462	TIC0121455954_morp0.671.png	3	0.671	SemiDetached
2463	TIC0332517282_morp0.699.png	0	0.699	SemiDetached
2464	TIC0106403786_morp0.497.png	3	0.497	SemiDetached
2465	TIC0375506058_morp0.296.png	1	0.296	Detached
2466	TIC0073764693_morp0.657.png	2	0.657	SemiDetached
2467	TIC0331069412_morp0.698.png	0	0.698	SemiDetached
2468	TIC0116163356_morp0.824.png	2	0.824	Ellipsoidal
2469	TIC0352940699_morp0.876.png	2	0.876	Ellipsoidal
2470	TIC0393803650_morp0.648.png	3	0.648	SemiDetached
2471	TIC0278826996_morp0.088.png	1	0.088	Detached
2472	TIC0444062991_morp0.815.png	2	0.815	Ellipsoidal
2473	TIC0155988736_morp0.415.png	0	0.415	SemiDetached
2474	TIC0063623869_morp0.552.png	3	0.552	SemiDetached
2475	TIC0122285268_morp0.644.png	3	0.644	SemiDetached
2476	TIC0265767012_morp0.526.png	3	0.526	SemiDetached
2477	TIC0101845679_morp0.405.png	3	0.405	SemiDetached
2478	TIC0266845051_morp0.958.png	2	0.958	Ellipsoidal
2479	TIC0134283998_morp0.619.png	3	0.619	SemiDetached
2480	TIC0349797905_morp0.405.png	0	0.405	SemiDetached
2481	TIC0394728064_morp0.157.png	0	0.157	Detached
2482	TIC0263930790_morp0.647.png	2	0.647	SemiDetached
2483	TIC0394099697_morp0.49.png	0	0.49	SemiDetached
2484	TIC0468754960_morp0.126.png	1	0.126	Detached
2485	TIC0376162807_morp0.642.png	2	0.642	SemiDetached
2486	TIC0055652896_morp0.057.png	1	0.057	Detached
2487	TIC0323301918_morp0.158.png	1	0.158	Detached
2488	TIC0158673914_morp0.751.png	2	0.751	OverContact
2489	TIC0443117794_morp0.247.png	1	0.247	Detached
2490	TIC0464838153_morp0.395.png	0	0.395	Detached
2491	TIC0219164808_morp0.257.png	1	0.257	Detached
2492	TIC0244163413_morp0.407.png	3	0.407	SemiDetached
2493	TIC0268529943_morp0.331.png	1	0.331	Detached
2494	TIC0283390331_morp0.552.png	3	0.552	SemiDetached
2495	TIC0306723230_morp0.519.png	3	0.519	SemiDetached
2496	TIC0030122338_morp0.349.png	0	0.349	Detached
2497	TIC0382067804_morp0.164.png	0	0.164	Detached
2498	TIC0202444594_morp0.155.png	1	0.155	Detached
2499	TIC0207085748_morp0.741.png	2	0.741	OverContact
2500	TIC0219096494_morp0.24.png	1	0.24	Detached
2501	TIC0270615728_morp0.547.png	3	0.547	SemiDetached
2502	TIC0164776925_morp0.716.png	2	0.716	OverContact
2503	TIC0052641431_morp0.442.png	3	0.442	SemiDetached
2504	TIC0389669796_morp0.134.png	1	0.134	Detached
2505	TIC0388129029_morp0.81.png	2	0.81	Ellipsoidal
2506	TIC0322493523_morp0.469.png	3	0.469	SemiDetached
2507	TIC0106309554_morp0.638.png	3	0.638	SemiDetached
2508	TIC0167196599_morp0.65.png	2	0.65	SemiDetached
2509	TIC0031810287_morp0.233.png	0	0.233	Detached
2510	TIC0103683084_morp0.273.png	0	0.273	Detached
2511	TIC0315937374_morp0.829.png	2	0.829	Ellipsoidal
2512	TIC0233080133_morp0.726.png	2	0.726	OverContact
2513	TIC0220569051_morp0.416.png	3	0.416	SemiDetached
2514	TIC0240911239_morp0.797.png	2	0.797	OverContact
2515	TIC0224607716_morp0.885.png	2	0.885	Ellipsoidal
2516	TIC0369218857_morp0.746.png	2	0.746	OverContact
2517	TIC0377192659_morp0.507.png	3	0.507	SemiDetached
2518	TIC0233211759_morp0.031.png	1	0.031	Detached
2519	TIC0389070884_morp0.66.png	0	0.66	SemiDetached
2520	TIC0115115136_morp0.414.png	0	0.414	SemiDetached
2521	TIC0293480903_morp0.117.png	1	0.117	Detached
2522	TIC0343127696_morp0.652.png	3	0.652	SemiDetached
2523	TIC0405687343_morp0.717.png	0	0.717	OverContact
2524	TIC0202509016_morp0.137.png	0	0.137	Detached
2525	TIC0121022559_morp0.496.png	3	0.496	SemiDetached
2526	TIC0468162834_morp0.64.png	0	0.64	SemiDetached
2527	TIC0379376585_morp0.612.png	3	0.612	SemiDetached
2528	TIC0338159479_morp0.616.png	3	0.616	SemiDetached
2529	TIC0073201833_morp0.594.png	3	0.594	SemiDetached
2530	TIC0200440175_morp0.537.png	3	0.537	SemiDetached
2531	TIC0218821972_morp0.462.png	0	0.462	SemiDetached
2532	TIC0408651399_morp0.272.png	0	0.272	Detached
2533	TIC0159716878_morp0.143.png	1	0.143	Detached
2534	TIC0164558072_morp0.526.png	3	0.526	SemiDetached
2535	TIC0213047427_morp0.151.png	1	0.151	Detached
2536	TIC0037601240_morp0.623.png	3	0.623	SemiDetached
2537	TIC0303427297_morp0.193.png	0	0.193	Detached
2538	TIC0153166843_morp0.474.png	3	0.474	SemiDetached
2539	TIC0317681251_morp0.31.png	1	0.31	Detached
2540	TIC0377192658_morp0.509.png	3	0.509	SemiDetached
2541	TIC0211215485_morp0.605.png	3	0.605	SemiDetached
2542	TIC0389525208_morp0.231.png	1	0.231	Detached
2543	TIC0063315565_morp0.604.png	3	0.604	SemiDetached
2544	TIC0042991745_morp0.502.png	0	0.502	SemiDetached
2545	TIC0325205605_morp0.4.png	0	0.4	Detached
2546	TIC0155657579_morp0.602.png	3	0.602	SemiDetached
2547	TIC0097402522_morp0.412.png	0	0.412	SemiDetached
2548	TIC0124604724_morp0.697.png	2	0.697	SemiDetached
2549	TIC0254045302_morp0.43.png	1	0.43	SemiDetached
2550	TIC0149010208_morp0.489.png	1	0.489	SemiDetached
2551	TIC0146559015_morp0.459.png	0	0.459	SemiDetached
2552	TIC0149833117_morp0.246.png	1	0.246	Detached
2553	TIC0396486931_morp0.555.png	3	0.555	SemiDetached
2554	TIC0284783117_morp0.219.png	1	0.219	Detached
2555	TIC0284863911_morp0.887.png	2	0.887	Ellipsoidal
2556	TIC0031779608_morp0.387.png	0	0.387	Detached
2557	TIC0219699532_morp0.594.png	3	0.594	SemiDetached
2558	TIC0055727842_morp0.214.png	0	0.214	Detached
2559	TIC0132448273_morp0.273.png	1	0.273	Detached
2560	TIC0190885165_morp0.242.png	1	0.242	Detached
2561	TIC0368180294_morp0.61.png	3	0.61	SemiDetached
2562	TIC0465088681_morp0.296.png	0	0.296	Detached
2563	TIC0378089068_morp0.4.png	0	0.4	Detached
2564	TIC0420757505_morp0.403.png	0	0.403	SemiDetached
2565	TIC0396235258_morp0.66.png	3	0.66	SemiDetached
2566	TIC0309146836_morp0.255.png	1	0.255	Detached
2567	TIC0070914192_morp0.415.png	0	0.415	SemiDetached
2568	TIC0270517432_morp0.333.png	0	0.333	Detached
2569	TIC0445921773_morp0.574.png	0	0.574	SemiDetached
2570	TIC0431423983_morp0.102.png	1	0.102	Detached
2571	TIC0027654882_morp0.479.png	0	0.479	SemiDetached
2572	TIC0256327585_morp0.165.png	1	0.165	Detached
2573	TIC0140066660_morp0.961.png	2	0.961	Ellipsoidal
2574	TIC0232524483_morp1.008.png	2	1.008	Ellipsoidal
2575	TIC0150101799_morp0.341.png	1	0.341	Detached
2576	TIC0423275733_morp0.385.png	1	0.385	Detached
2577	TIC0303909865_morp0.425.png	0	0.425	SemiDetached
2578	TIC0429044383_morp0.323.png	0	0.323	Detached
2579	TIC0142587827_morp0.887.png	2	0.887	Ellipsoidal
2580	TIC0322732889_morp0.859.png	2	0.859	Ellipsoidal
2581	TIC0125497512_morp0.611.png	2	0.611	SemiDetached
2582	TIC0049418981_morp0.512.png	0	0.512	SemiDetached
2583	TIC0170749770_morp0.444.png	1	0.444	SemiDetached
2584	TIC0336778418_morp0.625.png	0	0.625	SemiDetached
2585	TIC0275259749_morp0.448.png	3	0.448	SemiDetached
2586	TIC0453828065_morp0.231.png	1	0.231	Detached
2587	TIC0184089083_morp0.784.png	2	0.784	OverContact
2588	TIC0357719182_morp0.44.png	0	0.44	SemiDetached
2589	TIC0159803421_morp0.435.png	0	0.435	SemiDetached
2590	TIC0308184924_morp0.311.png	0	0.311	Detached
2591	TIC0160065970_morp0.486.png	3	0.486	SemiDetached
2592	TIC0079565128_morp0.58.png	3	0.58	SemiDetached
2593	TIC0139252264_morp0.46.png	0	0.46	SemiDetached
2594	TIC0041896812_morp0.577.png	3	0.577	SemiDetached
2595	TIC0250196734_morp0.103.png	1	0.103	Detached
2596	TIC0309619055_morp0.163.png	1	0.163	Detached
2597	TIC1883519478_morp0.125.png	1	0.125	Detached
2598	TIC0231293332_morp0.319.png	0	0.319	Detached
2599	TIC0269078565_morp0.526.png	3	0.526	SemiDetached
2600	TIC0115971584_morp0.834.png	2	0.834	Ellipsoidal
2601	TIC0289597948_morp0.241.png	1	0.241	Detached
2602	TIC0274347939_morp0.291.png	1	0.291	Detached
2603	TIC0239004471_morp0.502.png	3	0.502	SemiDetached
2604	TIC0196954401_morp0.611.png	3	0.611	SemiDetached
2605	TIC0231922739_morp0.762.png	2	0.762	OverContact
2606	TIC0146637697_morp0.743.png	2	0.743	OverContact
2607	TIC0286566392_morp0.552.png	3	0.552	SemiDetached
2608	TIC0365203184_morp0.18.png	1	0.18	Detached
2609	TIC0139704026_morp0.281.png	0	0.281	Detached
2610	TIC0170344769_morp0.16.png	1	0.16	Detached
2611	TIC0123153249_morp0.674.png	2	0.674	SemiDetached
2612	TIC0092776364_morp0.683.png	2	0.683	SemiDetached
2613	TIC0288312840_morp0.733.png	3	0.733	OverContact
2614	TIC0458847254_morp0.492.png	0	0.492	SemiDetached
2615	TIC0173340408_morp0.696.png	2	0.696	SemiDetached
2616	TIC0219173590_morp0.562.png	3	0.562	SemiDetached
2617	TIC0181463644_morp0.6.png	2	0.6	SemiDetached
2618	TIC0298541138_morp0.644.png	2	0.644	SemiDetached
2619	TIC0118271404_morp0.851.png	2	0.851	Ellipsoidal
2620	TIC0358018612_morp0.598.png	3	0.598	SemiDetached
2621	TIC0393837491_morp0.111.png	1	0.111	Detached
2622	TIC0302384263_morp0.161.png	1	0.161	Detached
2623	TIC0173756896_morp0.139.png	1	0.139	Detached
2624	TIC0101719607_morp0.528.png	3	0.528	SemiDetached
2625	TIC0410522328_morp0.704.png	2	0.704	OverContact
2626	TIC0259126549_morp0.158.png	1	0.158	Detached
2627	TIC0316916655_morp0.269.png	1	0.269	Detached
2628	TIC0128721058_morp0.337.png	1	0.337	Detached
2629	TIC0157770450_morp0.575.png	3	0.575	SemiDetached
2630	TIC0207174531_morp0.689.png	2	0.689	SemiDetached
2631	TIC0140760434_morp0.128.png	0	0.128	Detached
2632	TIC0427240420_morp0.32.png	0	0.32	Detached
2633	TIC0100100827_morp0.537.png	3	0.537	SemiDetached
2634	TIC0140064648_morp0.888.png	2	0.888	Ellipsoidal
2635	TIC0177308817_morp0.067.png	1	0.067	Detached
2636	TIC0356820646_morp0.636.png	3	0.636	SemiDetached
2637	TIC0317674257_morp0.187.png	1	0.187	Detached
2638	TIC0321312438_morp0.507.png	0	0.507	SemiDetached
2639	TIC0172171873_morp0.502.png	3	0.502	SemiDetached
2640	TIC0206439308_morp0.226.png	1	0.226	Detached
2641	TIC0051104846_morp0.396.png	0	0.396	Detached
2642	TIC0336767770_morp0.53.png	3	0.53	SemiDetached
2643	TIC0432549364_morp0.58.png	0	0.58	SemiDetached
2644	TIC0053713272_morp0.341.png	1	0.341	Detached
2645	TIC0450918869_morp0.384.png	0	0.384	Detached
2646	TIC0336823975_morp0.292.png	1	0.292	Detached
2647	TIC0067565466_morp0.275.png	1	0.275	Detached
2648	TIC0280794372_morp0.404.png	0	0.404	SemiDetached
2649	TIC0283819432_morp0.75.png	2	0.75	OverContact
2650	TIC0365962806_morp0.338.png	3	0.338	Detached
2651	TIC0139419658_morp0.968.png	2	0.968	Ellipsoidal
2652	TIC0147131974_morp0.593.png	3	0.593	SemiDetached
2653	TIC0150300654_morp0.366.png	1	0.366	Detached
2654	TIC0258918831_morp0.177.png	1	0.177	Detached
2655	TIC0207384197_morp0.767.png	2	0.767	OverContact
2656	TIC0338104678_morp0.679.png	2	0.679	SemiDetached
2657	TIC0278413303_morp0.899.png	2	0.899	Ellipsoidal
2658	TIC0281728276_morp0.75.png	2	0.75	OverContact
2659	TIC0143171265_morp0.719.png	2	0.719	OverContact
2660	TIC0410187905_morp0.751.png	2	0.751	OverContact
